AnalysisTimestamp,Name,FormattedAddress,Lat,Lng,PlaceID,Website,Phone,Rating,UserRatingsTotal
2025-02-11T15:23:15+01:00,Fletcher Hotel Amsterdam,"Schepenbergweg 50, 1105 AT Amsterdam, Netherlands",52.292481,4.944458,ChIJHwci1XYLxkcR0Kd7zDqhBmc,https://www.fletcherhotelamsterdam.nl/nl/?utm_campaign=F70-fletcherhotelamsterdam_business-listening-maps&utm_medium=organic&utm_source=google-mijn-bedrijf,020 311 3670,3.80,3023
